Operon,IdGene,Type,COGgene,PosLeft,PosRight,Strand,Function
940,cds1685,CDS,COG2058,1537503,1537823,+,[J] Ribosomal protein L12E/L44/L45/RPP1/RPP2   
941,cds1686,CDS,COG2872,1538048,1540750,+,[R] Predicted metal-dependent hydrolases related to alanyl-tRNA
941,cds1687,CDS,COG2454,1540760,1541401,+,[S] Uncharacterized conserved protein   
941,rna29,tRNA,NA,1541426,1541513,+,NA
942,cds1688,CDS,NA,1541764,1542807,+,NA
943,cds1689,CDS,ROG2230,1542902,1545268,+,NA
944,cds1690,CDS,ROG6185,1545336,1545554,+,NA
944,thiI,CDS,COG0301,1545526,1546647,+,[H] Thiamine biosynthesis ATP pyrophosphatase  
945,cds1692,CDS,COG1260,1546756,1547790,-,[I] Myo-inositol-1-phosphate synthase    
945,cds1693,CDS,COG1007,1547783,1549177,-,[C] NADH:ubiquinone oxidoreductase subunit 2 (chain N)
945,cds1694,CDS,COG1009,1549177,1552563,-,[CP] NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit
945,cds1695,CDS,COG0713,1552565,1552852,-,[C] NADH:ubiquinone oxidoreductase subunit 11 or 4L
945,cds1696,CDS,COG4269,1552855,1553358,-,[S] Predicted membrane protein   
945,cds1697,CDS,COG1143,1553339,1553842,-,[C] Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23
945,cds1698,CDS,COG1005,1553830,1554888,-,[C] NADH:ubiquinone oxidoreductase subunit 1 (chain H)
945,cds1699,CDS,COG0649,1554888,1556120,-,[C] NADH:ubiquinone oxidoreductase 49 kD subunit 7
945,cds1700,CDS,COG0852,1556098,1556592,-,[C] NADH:ubiquinone oxidoreductase 27 kD subunit 
945,cds1701,CDS,COG0838,1556589,1556978,-,[C] NADH:ubiquinone oxidoreductase subunit 3 (chain A)
946,cds1702,CDS,COG1351,1557058,1557840,-,[F] Predicted alternative thymidylate synthase  
947,cds1703,CDS,COG4847,1557967,1558299,-,[S] Uncharacterized protein conserved in archaea 
948,cds1704,CDS,ROG6637,1558340,1559521,+,NA
949,cds1705,CDS,NA,1559508,1560212,-,NA
949,cds1706,CDS,COG1208,1560224,1561309,-,[MJ] Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation
949,cds1707,CDS,COG0605,1561343,1561978,-,[P] Superoxide dismutase    
950,cds1708,CDS,ROG6235,1562043,1563950,+,NA
951,cds1709,CDS,ROG7858,1563955,1564173,-,NA
952,cds1710,CDS,COG5494,1564238,1565062,-,[O] Predicted thioredoxin/glutaredoxin    
952,cds1711,CDS,COG1199,1565040,1566692,-,[KL] Rad3-related DNA helicases   
952,cds1712,CDS,NA,1566694,1566987,-,NA
953,cds1713,CDS,COG2146,1567205,1567558,+,[PR] Ferredoxin subunits of nitrite reductase and
954,cds1714,CDS,COG0710,1567519,1568181,-,[E] 3-dehydroquinate dehydratase    
954,aroA,CDS,COG0128,1568178,1569422,-,[E] 5-enolpyruvylshikimate-3-phosphate synthase    
954,cds1716,CDS,COG1685,1569391,1570197,-,[EH] Archaeal shikimate kinase   
954,cds1717,CDS,COG0082,1570167,1571342,-,[E] Chorismate synthase    
954,aroE,CDS,COG0169,1571320,1572129,-,[E] Shikimate 5-dehydrogenase    
954,cds1719,CDS,COG0337,1572114,1573178,-,[E] 3-dehydroquinate synthetase    
954,aroF,CDS,COG2876,1573175,1574170,-,[E] 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase  
954,cds1721,CDS,COG1605,1574172,1575212,-,[E] Chorismate mutase    
954,cds1722,CDS,COG3958,1575213,1576154,-,"[G] Transketolase, C-terminal subunit   "
954,cds1723,CDS,COG3959,1576123,1576947,-,"[G] Transketolase, N-terminal subunit   "
955,cds1724,CDS,COG0476,1576850,1577893,+,[H] Dinucleotide-utilizing enzymes involved in molybdopterin and
955,cds1725,CDS,ROG6721,1577893,1578789,+,NA
955,cds1726,CDS,NA,1578762,1579841,+,NA
955,cds1727,CDS,ROG5404,1579810,1580055,+,NA
955,cds1728,CDS,COG0197,1580097,1580633,+,[J] Ribosomal protein L16/L10E   
955,dph2,CDS,COG1736,1580630,1581631,+,[J] Diphthamide synthase subunit DPH2  
955,cds1730,CDS,COG1096,1581637,1582206,+,[J] Predicted RNA-binding protein (consists of S1
955,cds1731,CDS,COG1761,1582196,1582474,+,"[K] DNA-directed RNA polymerase, subunit L "
955,cds1732,CDS,NA,1582471,1582743,+,NA
955,cds1733,CDS,COG1594,1582762,1583097,+,"[K] DNA-directed RNA polymerase, subunit M/Transcription elongation"
955,rna30,tRNA,NA,1583141,1583230,+,NA
956,cds1734,CDS,ROG2472,1583302,1584657,+,NA
957,rna31,tRNA,NA,1584866,1584940,-,NA
958,cds1735,CDS,COG1245,1585324,1587126,+,"[R] Predicted ATPase, RNase L inhibitor (RLI)"
958,cds1736,CDS,COG1980,1587158,1588306,+,"[G] Archaeal fructose 1,6-bisphosphatase   "
958,cds1737,CDS,COG1383,1588317,1588556,+,[J] Ribosomal protein S17E   
958,cds1738,CDS,COG5131,1588558,1588809,+,[O] Ubiquitin-like protein    
959,cds1739,CDS,ROG8076,1588929,1589210,+,NA
959,cds1740,CDS,COG0433,1589237,1590862,+,[R] Predicted ATPase    
960,cds1741,CDS,COG0459,1590859,1592517,-,[O] Chaperonin GroEL (HSP60 family)  
960,cds1742,CDS,COG1405,1592573,1593085,-,"[K] Transcription initiation factor TFIIIB, Brf1 subunit/Transcription"
961,cds1743,CDS,COG1676,1593086,1593508,+,[J] tRNA splicing endonuclease   
961,cds1744,CDS,COG0124,1593515,1594795,+,[J] Histidyl-tRNA synthetase    
961,psmB_2,CDS,COG0638,1594831,1595421,+,"[O] 20S proteasome, alpha and beta subunits"
962,cds1746,CDS,ROG4742,1595418,1595816,-,NA
963,cds1747,CDS,COG1958,1595863,1596303,+,[K] Small nuclear ribonucleoprotein (snRNP) homolog 
963,cds1748,CDS,COG0343,1596300,1597808,+,[J] Queuine/archaeosine tRNA-ribosyltransferase    
964,cds1749,CDS,COG1938,1597776,1598498,-,[R] Archaeal enzymes of ATP-grasp superfamily 
964,cds1750,CDS,COG1370,1598491,1598937,-,"[O] Prefoldin, molecular chaperone implicated in de"
965,cds1751,CDS,COG1222,1599002,1600183,-,[O] ATP-dependent 26S proteasome regulatory subunit 
966,cds1752,CDS,COG1813,1600256,1600750,+,"[K] Predicted transcription factor, homolog of eukaryotic"
966,hflX,CDS,COG2262,1600747,1601817,+,[R] GTPases     
966,cds1754,CDS,COG1303,1601814,1602350,+,[S] Uncharacterized protein conserved in archaea 
966,cds1755,CDS,COG1675,1602343,1602879,+,"[K] Transcription initiation factor IIE, alpha subunit"
966,cds1756,CDS,COG0270,1602857,1603834,+,[L] Site-specific DNA methylase   
966,cds1757,CDS,COG4080,1603806,1604270,+,[L] RecB-family nuclease    
966,rna32,tRNA,NA,1604297,1604371,+,NA
967,cds1758,CDS,COG5431,1604625,1604987,+,[S] Uncharacterized metal-binding protein   
968,cds1759,CDS,COG4888,1605143,1605466,+,[R] Uncharacterized Zn ribbon-containing protein  
968,cds1760,CDS,COG1646,1605396,1606163,+,"[R] Predicted phosphate-binding enzymes, TIM-barrel fold "
968,cds1761,CDS,COG4023,1606184,1606351,+,[U] Preprotein translocase subunit Sec61beta  
969,cds1762,CDS,ROG3776,1606991,1607242,+,NA
969,cds1763,CDS,COG1571,1607239,1608570,+,[R] Predicted DNA-binding protein containing a Zn-ribbon
970,rna34,tRNA,NA,1608575,1608648,-,NA
971,cds1764,CDS,COG1474,1608957,1610150,+,"[LO] Cdc6-related protein, AAA superfamily ATPase "
971,cds1765,CDS,COG1628,1610131,1610670,+,[S] Uncharacterized conserved protein   
972,cds1766,CDS,COG1056,1610678,1611196,-,[H] Nicotinamide mononucleotide adenylyltransferase   
972,cds1767,CDS,COG1912,1611151,1611987,-,[S] Uncharacterized conserved protein   
972,cds1768,CDS,COG1437,1611950,1612510,-,"[F] Adenylate cyclase, class 2 (thermophilic) "
973,cds1769,CDS,COG0144,1612520,1613539,+,[J] tRNA and rRNA cytosine-C5-methylases  
973,cds1770,CDS,ROG6422,1613518,1614066,+,NA
973,cds1771,CDS,COG0468,1614123,1615097,+,[L] RecA/RadA recombinase    
973,cds1772,CDS,COG0537,1615137,1615652,+,[FGR] Diadenosine tetraphosphate (Ap4A) hydrolase and other
973,cds1773,CDS,COG1171,1615676,1616893,+,[E] Threonine dehydratase    
973,cds1774,CDS,COG0077,1616923,1617732,+,[E] Prephenate dehydratase    
974,cds1775,CDS,ROG0383,1617709,1618692,-,NA
974,cds1776,CDS,COG2509,1618719,1620128,-,[R] Uncharacterized FAD-dependent dehydrogenases   
974,cds1777,CDS,COG0104,1620129,1621136,-,[F] Adenylosuccinate synthase    
974,cds1778,CDS,COG1759,1621261,1622310,-,[R] ATP-utilizing enzymes of ATP-grasp superfamily (probably
974,cds1779,CDS,COG1759,1622311,1623381,-,[R] ATP-utilizing enzymes of ATP-grasp superfamily (probably
975,cds1780,CDS,COG0015,1623329,1624735,+,[F] Adenylosuccinate lyase    
976,rna35,tRNA,NA,1624809,1624896,+,NA
976,cds1781,CDS,COG0611,1624952,1625902,+,[H] Thiamine monophosphate kinase   
977,cds1782,CDS,COG1964,1625964,1627712,+,[R] Predicted Fe-S oxidoreductases   
978,cds1783,CDS,NA,1627723,1627932,-,NA
978,cds1784,CDS,NA,1627934,1628476,-,NA
978,cds1785,CDS,COG0503,1628473,1629213,-,[F] Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins
978,cds1786,CDS,COG0064,1629215,1630642,-,[J] Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit (PET112 homolog)
978,cds1787,CDS,COG0035,1630649,1631299,-,[F] Uracil phosphoribosyltransferase    
978,cds1788,CDS,COG2053,1631309,1631560,-,[J] Ribosomal protein S28E/S33   
979,cds1789,CDS,COG2075,1631630,1631815,+,[J] Ribosomal protein L24E   
979,cds1790,CDS,COG0105,1631819,1632235,+,[F] Nucleoside diphosphate kinase   
980,cds1791,CDS,COG0532,1632224,1634026,-,[J] Translation initiation factor 2 (IF-2; GTPase)
981,cds1792,CDS,COG2012,1634410,1634664,+,"[K] DNA-directed RNA polymerase, subunit H, RpoH/RPB5"
981,rpoB,CDS,COG0085,1634661,1638056,+,"[K] DNA-directed RNA polymerase, beta subunit/140 kD"
981,rpoA1,CDS,COG0086,1638049,1640691,+,"[K] DNA-directed RNA polymerase, beta' subunit/160 kD"
981,rpoA2,CDS,COG0086,1640688,1641866,+,"[K] DNA-directed RNA polymerase, beta' subunit/160 kD"
981,cds1796,CDS,COG1911,1641873,1642190,+,[J] Ribosomal protein L30E   
981,cds1797,CDS,COG0195,1642197,1642628,+,[K] Transcription elongation factor   
981,cds1798,CDS,COG0048,1642642,1643085,+,[J] Ribosomal protein S12   
982,cds1799,CDS,COG1259,1643159,1643635,-,[S] Uncharacterized conserved protein   
983,cds1800,CDS,COG0049,1643714,1644295,+,[J] Ribosomal protein S7   
983,tuf,CDS,COG5256,1644341,1645648,+,[J] Translation elongation factor EF-1alpha (GTPase) 
983,cds1802,CDS,COG0051,1645675,1645983,+,[J] Ribosomal protein S10   
983,rna36,tRNA,NA,1646016,1646099,+,NA
984,rna37,tRNA,NA,1647352,1647454,+,NA
984,rna38,tRNA,NA,1647548,1647620,+,NA
985,cds1803,CDS,COG2441,1647754,1648662,+,[C] Predicted butyrate kinase   
985,cds1804,CDS,COG1665,1648626,1649525,+,[S] Uncharacterized protein conserved in archaea 
985,cds1805,CDS,COG1767,1649497,1650384,+,[H] Triphosphoribosyl-dephospho-CoA synthetase    
985,cds1806,CDS,ROG4928,1650335,1650841,+,NA
986,rimI,CDS,COG0456,1650822,1651367,-,[R] Acetyltransferases     
987,cds1808,CDS,COG0452,1651358,1652599,+,[H] Phosphopantothenoylcysteine synthetase/decarboxylase    
987,rna39,tRNA,NA,1652649,1652722,+,NA
988,cds1809,CDS,ROG1524,1653011,1653970,-,NA
989,cds1810,CDS,NA,1654068,1654498,+,NA
990,cds1811,CDS,COG3328,1655148,1655444,+,[L] Transposase and inactivated derivatives  
991,cds1812,CDS,COG1061,1655791,1657318,-,[KL] DNA or RNA helicases of superfamily
992,cds1813,CDS,COG1506,1657693,1659390,+,[E] Dipeptidyl aminopeptidases/acylaminoacyl-peptidases    
993,cds1814,CDS,COG0500,1659499,1660242,+,[QR] SAM-dependent methyltransferases    
994,cds1815,CDS,COG0697,1660617,1661454,+,[GER] Permeases of the drug/metabolite transporter (DMT)
995,cds1816,CDS,COG1274,1661744,1661953,+,[C] Phosphoenolpyruvate carboxykinase (GTP)   
996,cds1817,CDS,ROG3406,1662094,1662645,+,NA
997,cds1818,CDS,NA,1662932,1663117,-,NA
998,cds1819,CDS,NA,1663372,1664465,-,NA
999,cds1820,CDS,NA,1664743,1665399,-,NA
999,cds1821,CDS,NA,1665393,1665971,-,NA
1000,glmM,CDS,COG1109,1666497,1667864,+,[G] Phosphomannomutase     
1000,cds1823,CDS,COG2835,1667861,1668250,+,[S] Uncharacterized conserved protein   
1000,cds1824,CDS,COG4755,1668293,1668712,+,[S] Uncharacterized protein conserved in archaea 
1001,cds1825,CDS,ROG2829,1668723,1669190,-,NA
1001,cds1826,CDS,COG0269,1669213,1669890,-,[G] 3-hexulose-6-phosphate synthase and related proteins 
1002,pyrG,CDS,COG0504,1669981,1671588,+,[F] CTP synthase (UTP-ammonia lyase)  
1003,cds1828,CDS,COG4189,1671556,1671855,-,[K] Predicted transcriptional regulator   
1004,cds1829,CDS,COG1958,1671962,1672225,+,[K] Small nuclear ribonucleoprotein (snRNP) homolog 
1004,cds1830,CDS,COG1812,1672261,1673475,+,[E] Archaeal S-adenosylmethionine synthetase   
1005,cds1831,CDS,COG2433,1673449,1675290,-,[S] Uncharacterized conserved protein   
1005,cds1832,CDS,COG0478,1675287,1676150,-,[T] RIO-like serine/threonine protein kinase fused to
1005,cds1833,CDS,COG1293,1676170,1677999,-,[K] Predicted RNA-binding protein homologous to eukaryotic
1006,cds1834,CDS,COG3389,1678011,1678262,+,[S] Uncharacterized protein conserved in archaea 
1006,cds1835,CDS,COG1656,1678259,1678789,+,[S] Uncharacterized conserved protein   
1006,cds1836,CDS,COG2078,1678716,1679399,+,[S] Uncharacterized conserved protein   
1007,cds1837,CDS,COG3634,1679592,1680293,+,"[O] Alkyl hydroperoxide reductase, large subunit "
1007,cds1838,CDS,ROG3048,1680338,1681027,+,NA
1008,cds1839,CDS,COG0717,1680981,1681535,-,[F] Deoxycytidine deaminase    
1009,cds1840,CDS,COG1793,1681701,1683506,+,[L] ATP-dependent DNA ligase   
1009,cds1841,CDS,COG1236,1683538,1684524,+,[J] Predicted exonuclease of the beta-lactamase fold
1010,cds1842,CDS,COG0665,1684526,1685644,-,[E] Glycine/D-amino acid oxidases (deaminating)  
1010,cds1843,CDS,ROG4359,1685645,1687081,-,NA
1010,cds1844,CDS,COG3379,1687047,1688693,-,[S] Uncharacterized conserved protein   
1010,cds1845,CDS,ROG2592,1688694,1688951,-,NA
1010,cds1846,CDS,COG1587,1688944,1689648,-,[H] Uroporphyrinogen-III synthase    
1010,hemC,CDS,COG0181,1689629,1690510,-,[H] Porphobilinogen deaminase    
1010,hemL,CDS,COG0001,1690507,1691787,-,[H] Glutamate-1-semialdehyde aminotransferase    
1010,cds1849,CDS,COG0113,1691760,1692770,-,[H] Delta-aminolevulinic acid dehydratase   
1010,cds1850,CDS,COG0373,1692700,1693980,-,[H] Glutamyl-tRNA reductase    
1010,cds1851,CDS,COG1648,1693970,1694614,-,[H] Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain) 
1010,cds1852,CDS,NA,1694661,1695716,-,NA
1010,cds1853,CDS,ROG6944,1695713,1695946,-,NA
1010,cds1854,CDS,COG0464,1695952,1698261,-,[O] ATPases of the AAA+ class 
1010,cds1855,CDS,COG2092,1698326,1698601,-,[J] Translation elongation factor EF-1beta  
1010,cds1856,CDS,COG2888,1698615,1698812,-,[J] Predicted Zn-ribbon RNA-binding protein with a
1011,pth2,CDS,COG1990,1698880,1699242,+,[S] Uncharacterized conserved protein   
1011,cds1858,CDS,COG0585,1699239,1700372,+,[S] Uncharacterized conserved protein   
1012,cds1859,CDS,COG0017,1700376,1701665,-,[J] Aspartyl/asparaginyl-tRNA synthetases    
1012,cds1860,CDS,NA,1701667,1702179,-,NA
1013,cds1861,CDS,COG1552,1702242,1702412,+,[J] Ribosomal protein L40E   
1014,cds1862,CDS,COG4914,1702428,1702988,-,[R] Predicted nucleotidyltransferase    
1015,cds1863,CDS,COG0028,1703194,1704825,+,"[EH] Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate"
1016,cds1864,CDS,ROG8304,1704888,1705442,+,NA
1016,cds1865,CDS,ROG8206,1705439,1706020,+,NA
1016,cds1866,CDS,COG4555,1705993,1707117,+,"[CP] ABC-type Na+ transport system, ATPase component"
1017,rna40,tRNA,NA,1707449,1707544,+,NA
1018,cds1867,CDS,NA,1707797,1707990,+,NA
1019,cds1868,CDS,COG3547,1708198,1708383,-,[L] Transposase and inactivated derivatives  
1020,cds1869,CDS,COG0451,1708685,1709623,-,[MG] Nucleoside-diphosphate-sugar epimerases    
1020,cds1870,CDS,COG1400,1709669,1709977,-,[U] Signal recognition particle 19 kDa protein
1020,cds1871,CDS,COG2007,1709958,1710359,-,[J] Ribosomal protein S8E   
1020,uppS,CDS,COG0020,1710403,1711191,-,[I] Undecaprenyl pyrophosphate synthase   
1020,cds1873,CDS,COG0624,1711176,1712216,-,[E] Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
1020,cds1874,CDS,COG4992,1712164,1713330,-,[E] Ornithine/acetylornithine aminotransferase    
1020,lysX_2,CDS,COG0189,1713327,1714178,-,[HJ] Glutathione synthase/Ribosomal protein S6 modification enzyme
1020,cds1876,CDS,ROG1214,1714175,1714345,-,NA
1021,cds1877,CDS,COG1522,1714412,1714840,-,[K] Transcriptional regulators    
1021,argB,CDS,COG0548,1714833,1715627,-,[E] Acetylglutamate kinase    
1021,cds1879,CDS,COG0002,1715629,1716687,-,[E] Acetylglutamate semialdehyde dehydrogenase   
1022,cds1880,CDS,ROG7120,1716744,1717169,+,NA
1023,cds1881,CDS,COG0433,1717149,1718951,-,[R] Predicted ATPase    
1023,hxlB,CDS,COG0794,1718992,1719621,-,[M] Predicted sugar phosphate isomerase involved in
1024,cds1883,CDS,COG3547,1719905,1720790,-,[L] Transposase and inactivated derivatives  
1025,cds1884,CDS,ROG4602,1721164,1721457,+,NA
1025,cds1885,CDS,NA,1721444,1722217,+,NA
1026,cds1886,CDS,ROG8039,1722192,1723085,-,NA
1026,cds1887,CDS,NA,1723108,1723425,-,NA
1027,cds1888,CDS,ROG2054,1723489,1723743,+,NA
1028,cds1889,CDS,COG1055,1723729,1724964,-,[P] Na+/H+ antiporter NhaD and related arsenite
1029,rna41,tRNA,NA,1725174,1725270,+,NA
1030,rna42,tRNA,NA,1725437,1725511,-,NA
1031,cds1890,CDS,ROG5237,1726001,1726711,+,NA
1031,cds1891,CDS,COG2073,1726630,1727631,+,[H] Cobalamin biosynthesis protein CbiG  
1031,cds1892,CDS,COG0614,1727663,1728478,+,"[P] ABC-type Fe3+-hydroxamate transport system, periplasmic component"
1032,cds1893,CDS,NA,1728461,1729039,-,NA
1033,cds1894,CDS,COG0119,1728978,1730639,+,[E] Isopropylmalate/homocitrate/citramalate synthases    
1033,ubiA,CDS,COG0382,1730636,1731544,+,[H] 4-hydroxybenzoate polyprenyltransferase and related prenyltransferases 
1034,cds1896,CDS,COG1252,1731661,1732563,-,"[C] NADH dehydrogenase, FAD-containing subunit  "
1035,cds1897,CDS,ROG6191,1732637,1733299,+,NA
1036,cds1898,CDS,COG0144,1733570,1734676,+,[J] tRNA and rRNA cytosine-C5-methylases  
1036,cds1899,CDS,ROG5909,1734725,1736797,+,NA
1036,cds1900,CDS,COG0630,1736825,1738246,+,"[NU] Type IV secretory pathway, VirB11 components,"
1036,cds1901,CDS,COG2064,1738227,1739738,+,[NU] Flp pilus assembly protein TadC 
1036,cds1902,CDS,ROG7565,1739795,1740244,+,NA
1036,cds1903,CDS,ROG7565,1740259,1740663,+,NA
1037,cds1904,CDS,ROG7590,1740644,1740907,-,NA
1038,cds1905,CDS,COG0177,1740963,1741664,+,[L] Predicted EndoIII-related endonuclease   
1038,cds1906,CDS,ROG8515,1741633,1742196,+,NA
1038,cds1907,CDS,COG1215,1742186,1743562,+,"[M] Glycosyltransferases, probably involved in cell wall"
1038,cds1908,CDS,COG1201,1743604,1746231,+,[R] Lhr-like helicases    
1039,cds1909,CDS,NA,1746148,1746498,-,NA
1039,cds1910,CDS,COG2524,1746486,1747388,-,"[K] Predicted transcriptional regulator, contains C-terminal CBS"
1039,cds1911,CDS,COG4879,1747430,1748125,-,[S] Uncharacterized protein conserved in archaea 
1040,cds1912,CDS,ROG5457,1748193,1748585,+,NA
1041,cds1913,CDS,ROG3134,1748562,1748930,-,NA
1042,cds1914,CDS,NA,1748986,1749849,+,NA
1043,cds1915,CDS,COG1167,1749842,1751047,-,[KE] Transcriptional regulators containing a DNA-binding HTH
1044,cds1916,CDS,COG1058,1751089,1751880,+,[R] Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis
1045,cds1917,CDS,COG0596,1751861,1752631,-,[R] Predicted hydrolases or acyltransferases (alpha/beta hydrolase
1045,cds1918,CDS,COG0072,1752640,1754277,-,[J] Phenylalanyl-tRNA synthetase beta subunit  
1045,cds1919,CDS,COG0016,1754283,1755680,-,[J] Phenylalanyl-tRNA synthetase alpha subunit  
1045,cds1920,CDS,COG2220,1755686,1756369,-,[R] Predicted Zn-dependent hydrolases of the beta-lactamase
1046,cds1921,CDS,COG0024,1756423,1757328,+,[J] Methionine aminopeptidase    
1046,cds1922,CDS,COG4046,1757372,1758502,+,[S] Uncharacterized protein conserved in archaea 
1046,cds1923,CDS,ROG7156,1758503,1758697,+,NA
1046,rrf,rRNA,NA,1758731,1758849,+,NA
1046,cds1924,CDS,COG1078,1758890,1760089,+,[R] HD superfamily phosphohydrolases   
1046,cds1925,CDS,COG1778,1760086,1760772,+,[R] Low specificity phosphatase (HAD superfamily) 
1046,cds1926,CDS,COG0008,1760759,1762486,+,[J] Glutamyl- and glutaminyl-tRNA synthetases  
1047,cds1927,CDS,COG1358,1762879,1763262,+,[J] Ribosomal protein HS6-type (S12/L30/L7a)  
1048,rna44,tRNA,NA,1763326,1763464,+,NA
1048,lysS_2,CDS,COG1190,1763522,1765000,+,[J] Lysyl-tRNA synthetase (class II)  
1049,cds1929,CDS,COG0265,1764981,1766135,-,"[O] Trypsin-like serine proteases, typically periplasmic, contain"
